index,#file_source,#file_extract,onset,offset,speaker,language,#phone,prev_phone,next_phone,context,dataset
EN2490,participant5_en3.wav,EN2490.wav,10.89,11.32,EN-participant5,EN,i,k,f,k_f,WorldVowels
EN2491,participant5_en3.wav,EN2491.wav,12.65,13.07,EN-participant5,EN,i,z,f,z_f,WorldVowels
EN2492,participant5_en3.wav,EN2492.wav,14.4,14.76,EN-participant5,EN,i,s,b,s_b,WorldVowels
EN2493,participant5_en3.wav,EN2493.wav,16.18,16.58,EN-participant5,EN,i,k,r,k_r,WorldVowels
EN2494,participant5_en3.wav,EN2494.wav,17.9,18.3,EN-participant5,EN,i,d,s,d_s,WorldVowels
EN2495,participant5_en3.wav,EN2495.wav,19.75,20.11,EN-participant5,EN,i,ɡ,s,ɡ_s,WorldVowels
EN2496,participant5_en3.wav,EN2496.wav,21.49,21.84,EN-participant5,EN,i,p,p,p_p,WorldVowels
EN2497,participant5_en3.wav,EN2497.wav,23.17,23.61,EN-participant5,EN,i,z,t,z_t,WorldVowels
EN2498,participant5_en3.wav,EN2498.wav,25.03,25.35,EN-participant5,EN,i,b,s,b_s,WorldVowels
EN2499,participant5_en3.wav,EN2499.wav,26.69,27.04,EN-participant5,EN,i,k,b,k_b,WorldVowels
EN2500,participant5_en3.wav,EN2500.wav,28.47,28.78,EN-participant5,EN,i,g,g,g_g,WorldVowels
EN2502,participant5_en3.wav,EN2502.wav,32.13532,32.51,EN-participant5,EN,i,b,k,b_k,WorldVowels
EN2504,participant5_en3.wav,EN2504.wav,35.48,35.92,EN-participant5,EN,i,f,f,f_f,WorldVowels
EN2505,participant5_en3.wav,EN2505.wav,37.23,37.64,EN-participant5,EN,i,s,k,s_k,WorldVowels
EN2506,participant5_en3.wav,EN2506.wav,39.06,39.48,EN-participant5,EN,i,k,s,k_s,WorldVowels
EN2507,participant5_en3.wav,EN2507.wav,40.81,41.16,EN-participant5,EN,i,f,t,f_t,WorldVowels
EN2509,participant5_en3.wav,EN2509.wav,44.22,44.6,EN-participant5,EN,i,s,p,s_p,WorldVowels
EN2510,participant5_en3.wav,EN2510.wav,45.99,46.34,EN-participant5,EN,i,l,s,l_s,WorldVowels
EN2511,participant5_en3.wav,EN2511.wav,47.73,48.18,EN-participant5,EN,i,s,t,s_t,WorldVowels
EN2522,participant5_en1.wav,EN2522.wav,20.97,21.38,EN-participant5,EN,ɪ,t,ʃ,t_ʃ,WorldVowels
EN2523,participant5_en1.wav,EN2523.wav,23.11,23.36,EN-participant5,EN,ɪ,n,t,n_t,WorldVowels
EN2524,participant5_en1.wav,EN2524.wav,25.13,25.41,EN-participant5,EN,ɪ,l,g,l_g,WorldVowels
EN2525,participant5_en1.wav,EN2525.wav,27.18,27.53,EN-participant5,EN,ɪ,b,f,b_f,WorldVowels
EN2526,participant5_en1.wav,EN2526.wav,29.42,29.84,EN-participant5,EN,ɪ,d,ʃ,d_ʃ,WorldVowels
EN2528,participant5_en1.wav,EN2528.wav,33.5,33.79,EN-participant5,EN,ɪ,m,d,m_d,WorldVowels
EN2529,participant5_en1.wav,EN2529.wav,35.5,35.88,EN-participant5,EN,ɪ,k,f,k_f,WorldVowels
EN2531,participant5_en1.wav,EN2531.wav,39.68,40.05,EN-participant5,EN,ɪ,s,b,s_b,WorldVowels
EN2532,participant5_en1.wav,EN2532.wav,41.83,42.13,EN-participant5,EN,ɪ,d,s,d_s,WorldVowels
EN2533,participant5_en1.wav,EN2533.wav,43.96,44.28,EN-participant5,EN,ɪ,ɡ,s,ɡ_s,WorldVowels
EN2534,participant5_en1.wav,EN2534.wav,45.8,46.17,EN-participant5,EN,ɪ,p,p,p_p,WorldVowels
EN2536,participant5_en6.wav,EN2536.wav,1.94,2.22,EN-participant5,EN,u,m,d,m_d,WorldVowels
EN2537,participant5_en6.wav,EN2537.wav,3.29,3.71,EN-participant5,EN,u,k,f,k_f,WorldVowels
EN2540,participant5_en6.wav,EN2540.wav,7.81,8.17,EN-participant5,EN,u,s,b,s_b,WorldVowels
EN2541,participant5_en6.wav,EN2541.wav,9.29,9.54,EN-participant5,EN,u,k,r,k_r,WorldVowels
EN2542,participant5_en6.wav,EN2542.wav,10.66,10.98,EN-participant5,EN,u,d,s,d_s,WorldVowels
EN2543,participant5_en6.wav,EN2543.wav,12.08,12.44,EN-participant5,EN,u,ɡ,s,ɡ_s,WorldVowels
EN2544,participant5_en6.wav,EN2544.wav,13.66,13.96,EN-participant5,EN,u,p,p,p_p,WorldVowels
EN2545,participant5_en6.wav,EN2545.wav,15.06,15.34,EN-participant5,EN,u,z,t,z_t,WorldVowels
EN2546,participant5_en6.wav,EN2546.wav,16.6,16.93,EN-participant5,EN,u,b,s,b_s,WorldVowels
EN2547,participant5_en6.wav,EN2547.wav,18.01,18.39,EN-participant5,EN,u,k,b,k_b,WorldVowels
EN2548,participant5_en6.wav,EN2548.wav,19.64,19.96,EN-participant5,EN,u,g,g,g_g,WorldVowels
EN2549,participant5_en6.wav,EN2549.wav,21.12,21.46,EN-participant5,EN,u,m,v,m_v,WorldVowels
EN2550,participant5_en6.wav,EN2550.wav,22.88,23.17,EN-participant5,EN,u,b,k,b_k,WorldVowels
EN2551,participant5_en6.wav,EN2551.wav,24.28,24.63,EN-participant5,EN,u,f,s,f_s,WorldVowels
EN2552,participant5_en6.wav,EN2552.wav,25.68,26.07,EN-participant5,EN,u,f,f,f_f,WorldVowels
EN2553,participant5_en6.wav,EN2553.wav,27.12,27.5,EN-participant5,EN,u,s,k,s_k,WorldVowels
EN2554,participant5_en6.wav,EN2554.wav,28.69,28.97,EN-participant5,EN,u,k,s,k_s,WorldVowels
EN2555,participant5_en6.wav,EN2555.wav,30.07,30.34,EN-participant5,EN,u,f,t,f_t,WorldVowels
EN2557,participant5_en6.wav,EN2557.wav,32.95,33.41,EN-participant5,EN,u,s,p,s_p,WorldVowels
EN2558,participant5_en6.wav,EN2558.wav,34.49,34.81,EN-participant5,EN,u,l,s,l_s,WorldVowels
EN2559,participant5_en6.wav,EN2559.wav,36.11,36.41,EN-participant5,EN,u,s,t,s_t,WorldVowels
EN2560,participant5_en6.wav,EN2560.wav,37.5,37.78,EN-participant5,EN,u,ʃ,t,ʃ_t,WorldVowels
EN2561,participant5_en6.wav,EN2561.wav,39.02,39.26,EN-participant5,EN,u,p,t,p_t,WorldVowels
EN2562,participant5_en6.wav,EN2562.wav,40.36,40.76,EN-participant5,EN,u,t,s,t_s,WorldVowels
EN2563,participant5_en6.wav,EN2563.wav,41.87,42.09,EN-participant5,EN,u,l,t,l_t,WorldVowels
EN2564,participant5_en6.wav,EN2564.wav,43.33,43.66,EN-participant5,EN,u,d,k,d_k,WorldVowels
EN2565,participant5_en6.wav,EN2565.wav,44.78,45.14,EN-participant5,EN,u,f,z,f_z,WorldVowels
EN2566,participant5_en6.wav,EN2566.wav,46.27,46.54,EN-participant5,EN,u,d,g,d_g,WorldVowels
EN2567,participant5_en6.wav,EN2567.wav,47.65,47.95,EN-participant5,EN,u,t,t,t_t,WorldVowels
EN2568,participant5_en6.wav,EN2568.wav,49.07,49.44,EN-participant5,EN,u,ʃ,v,ʃ_v,WorldVowels
EN2569,participant5_en8.wav,EN2569.wav,1.37,1.65,EN-participant5,EN,oʊ,l,t,l_t,WorldVowels
EN2570,participant5_en8.wav,EN2570.wav,2.71,3.03,EN-participant5,EN,oʊ,d,k,d_k,WorldVowels
EN2571,participant5_en8.wav,EN2571.wav,4.04,4.41,EN-participant5,EN,oʊ,f,z,f_z,WorldVowels
EN2572,participant5_en8.wav,EN2572.wav,5.55,5.81,EN-participant5,EN,oʊ,d,g,d_g,WorldVowels
EN2573,participant5_en8.wav,EN2573.wav,6.25,6.69,EN-participant5,EN,eɪ,t,ʃ,t_ʃ,WorldVowels
EN2574,participant5_en8.wav,EN2574.wav,7.54,7.81,EN-participant5,EN,eɪ,n,t,n_t,WorldVowels
EN2575,participant5_en8.wav,EN2575.wav,8.87,9.19,EN-participant5,EN,eɪ,n,g,n_g,WorldVowels
EN2576,participant5_en8.wav,EN2576.wav,10.32,10.73,EN-participant5,EN,eɪ,b,f,b_f,WorldVowels
EN2577,participant5_en8.wav,EN2577.wav,10.25317,10.64485,EN-participant5,EN,eɪ,b,f,b_f,WorldVowels
EN2578,participant5_en8.wav,EN2578.wav,11.8,12.23024,EN-participant5,EN,eɪ,k,f,k_f,WorldVowels
EN2580,participant5_en8.wav,EN2580.wav,14.41,14.78,EN-participant5,EN,eɪ,s,b,s_b,WorldVowels
EN2582,participant5_en8.wav,EN2582.wav,18.02,18.37,EN-participant5,EN,eɪ,b,s,b_s,WorldVowels
EN2583,participant5_en8.wav,EN2583.wav,19.38,19.74,EN-participant5,EN,eɪ,k,b,k_b,WorldVowels
EN2584,participant5_en8.wav,EN2584.wav,21.63,21.96,EN-participant5,EN,eɪ,f,f,f_f,WorldVowels
EN2585,participant5_en8.wav,EN2585.wav,22.94,23.38,EN-participant5,EN,eɪ,s,k,s_k,WorldVowels
EN2586,participant5_en8.wav,EN2586.wav,24.56,24.94,EN-participant5,EN,eɪ,k,s,k_s,WorldVowels
EN2587,participant5_en8.wav,EN2587.wav,25.9,26.26,EN-participant5,EN,eɪ,l,s,l_s,WorldVowels
EN2588,participant5_en8.wav,EN2588.wav,27.26,27.61,EN-participant5,EN,eɪ,s,t,s_t,WorldVowels
EN2590,participant5_en8.wav,EN2590.wav,29.08,29.4,EN-participant5,EN,eɪ,ʃ,t,ʃ_t,WorldVowels
EN2591,participant5_en8.wav,EN2591.wav,30.52,30.86,EN-participant5,EN,eɪ,p,t,p_t,WorldVowels
EN2592,participant5_en8.wav,EN2592.wav,31.11,31.49,EN-participant5,EN,eɪ,f,z,f_z,WorldVowels
EN2593,participant5_en8.wav,EN2593.wav,32.55,32.86,EN-participant5,EN,eɪ,d,g,d_g,WorldVowels
EN2594,participant5_en8.wav,EN2594.wav,33.97,34.32,EN-participant5,EN,eɪ,t,t,t_t,WorldVowels
EN2596,participant5_en8.wav,EN2596.wav,36.84,37.16,EN-participant5,EN,ɛ,l,g,l_g,WorldVowels
EN2597,participant5_en8.wav,EN2597.wav,38.25,38.6,EN-participant5,EN,ɛ,b,f,b_f,WorldVowels
EN2598,participant5_en8.wav,EN2598.wav,39.59,39.97,EN-participant5,EN,ɛ,d,ʃ,d_ʃ,WorldVowels
EN2599,participant5_en8.wav,EN2599.wav,41.58,41.98,EN-participant5,EN,ɛ,s,b,s_b,WorldVowels
EN2601,participant8_en10.wav,EN2601.wav,0.77,1.19,EN-participant8,EN,oʊ,s,t,s_t,WorldVowels
EN2602,participant8_en10.wav,EN2602.wav,2.64331,3.1096,EN-participant8,EN,oʊ,ʃ,t,ʃ_t,WorldVowels
EN2603,participant8_en10.wav,EN2603.wav,4.65769,5.19858,EN-participant8,EN,oʊ,p,t,p_t,WorldVowels
EN2604,participant8_en10.wav,EN2604.wav,7.157,7.78,EN-participant8,EN,oʊ,t,s,t_s,WorldVowels
EN2605,participant8_en10.wav,EN2605.wav,9.4325,9.95474,EN-participant8,EN,oʊ,l,t,l_t,WorldVowels
EN2606,participant8_en10.wav,EN2606.wav,11.8,12.24,EN-participant8,EN,oʊ,d,k,d_k,WorldVowels
EN2607,participant8_en10.wav,EN2607.wav,13.87,14.52,EN-participant8,EN,oʊ,f,z,f_z,WorldVowels
EN2608,participant8_en10.wav,EN2608.wav,16.27763,16.79988,EN-participant8,EN,oʊ,d,g,d_g,WorldVowels
EN2609,participant8_en10.wav,EN2609.wav,18.34796,18.87021,EN-participant8,EN,oʊ,t,t,t_t,WorldVowels
EN2610,participant8_en10.wav,EN2610.wav,20.64211,21.16435,EN-participant8,EN,oʊ,ʃ,v,ʃ_v,WorldVowels
EN2611,participant8_en10.wav,EN2611.wav,22.96,23.46,EN-participant8,EN,eɪ,t,ʃ,t_ʃ,WorldVowels
EN2612,participant8_en10.wav,EN2612.wav,24.96,25.4,EN-participant8,EN,eɪ,n,t,n_t,WorldVowels
EN2614,participant8_en10.wav,EN2614.wav,29.20425,29.87571,EN-participant8,EN,eɪ,b,f,b_f,WorldVowels
EN2615,participant8_en10.wav,EN2615.wav,31.56936,32.20351,EN-participant8,EN,eɪ,d,ʃ,d_ʃ,WorldVowels
EN2617,participant8_en10.wav,EN2617.wav,36.08,36.6,EN-participant8,EN,eɪ,m,d,m_d,WorldVowels
EN2618,participant8_en10.wav,EN2618.wav,38.32532,38.88,EN-participant8,EN,eɪ,k,f,k_f,WorldVowels
EN2620,participant8_en10.wav,EN2620.wav,43.01,43.55,EN-participant8,EN,eɪ,s,b,s_b,WorldVowels
EN2622,participant8_en2.wav,EN2622.wav,0.98332,1.46,EN-participant8,EN,ɪ,ɡ,s,ɡ_s,WorldVowels
EN2623,participant8_en2.wav,EN2623.wav,3.20286,3.63185,EN-participant8,EN,ɪ,p,p,p_p,WorldVowels
EN2624,participant8_en2.wav,EN2624.wav,5.35,5.63,EN-participant8,EN,ɪ,z,t,z_t,WorldVowels
EN2625,participant8_en2.wav,EN2625.wav,7.24,7.74,EN-participant8,EN,ɪ,b,s,b_s,WorldVowels
EN2626,participant8_en2.wav,EN2626.wav,9.28328,9.71,EN-participant8,EN,ɪ,k,b,k_b,WorldVowels
EN2627,participant8_en2.wav,EN2627.wav,11.37,11.65,EN-participant8,EN,ɪ,g,g,g_g,WorldVowels
EN2628,participant8_en2.wav,EN2628.wav,13.38,13.68,EN-participant8,EN,ɪ,m,v,m_v,WorldVowels
EN2629,participant8_en2.wav,EN2629.wav,15.42,15.75,EN-participant8,EN,ɪ,b,k,b_k,WorldVowels
EN2631,participant8_en2.wav,EN2631.wav,19.6,20.02,EN-participant8,EN,ɪ,f,f,f_f,WorldVowels
EN2632,participant8_en2.wav,EN2632.wav,21.51873,21.92907,EN-participant8,EN,ɪ,s,k,s_k,WorldVowels
EN2633,participant8_en2.wav,EN2633.wav,23.64502,24.06,EN-participant8,EN,ɪ,k,s,k_s,WorldVowels
EN2634,participant8_en2.wav,EN2634.wav,25.82725,26.31,EN-participant8,EN,ɪ,f,t,f_t,WorldVowels
EN2635,participant8_en2.wav,EN2635.wav,28.03,28.44,EN-participant8,EN,ɪ,t,f,t_f,WorldVowels
EN2636,participant8_en2.wav,EN2636.wav,29.93305,30.43664,EN-participant8,EN,ɪ,s,p,s_p,WorldVowels
EN2637,participant8_en2.wav,EN2637.wav,32.01786,32.55876,EN-participant8,EN,ɪ,l,s,l_s,WorldVowels
EN2638,participant8_en2.wav,EN2638.wav,34.18249,34.55552,EN-participant8,EN,ɪ,s,t,s_t,WorldVowels
EN2639,participant8_en2.wav,EN2639.wav,36.49399,36.92297,EN-participant8,EN,ɪ,ʃ,t,ʃ_t,WorldVowels
EN2640,participant8_en2.wav,EN2640.wav,38.76,39.02,EN-participant8,EN,ɪ,p,t,p_t,WorldVowels
EN2641,participant8_en2.wav,EN2641.wav,40.79,41.2,EN-participant8,EN,ɪ,t,s,t_s,WorldVowels
EN2642,participant8_en2.wav,EN2642.wav,42.87,43.24,EN-participant8,EN,ɪ,l,t,l_t,WorldVowels
EN2643,participant8_en2.wav,EN2643.wav,44.99,45.23,EN-participant8,EN,ɪ,d,k,d_k,WorldVowels
EN2644,participant8_en8.wav,EN2644.wav,0.6849,1.17,EN-participant8,EN,u,f,f,f_f,WorldVowels
EN2645,participant8_en8.wav,EN2645.wav,2.64331,3.20286,EN-participant8,EN,u,s,k,s_k,WorldVowels
EN2646,participant8_en8.wav,EN2646.wav,4.76,5.17,EN-participant8,EN,u,k,s,k_s,WorldVowels
EN2647,participant8_en8.wav,EN2647.wav,6.69071,7.10105,EN-participant8,EN,u,f,t,f_t,WorldVowels
EN2648,participant8_en8.wav,EN2648.wav,8.63048,9.16,EN-participant8,EN,u,t,f,t_f,WorldVowels
EN2649,participant8_en8.wav,EN2649.wav,10.77541,11.16,EN-participant8,EN,u,s,p,s_p,WorldVowels
EN2650,participant8_en8.wav,EN2650.wav,12.69653,13.23742,EN-participant8,EN,u,l,s,l_s,WorldVowels
EN2651,participant8_en8.wav,EN2651.wav,14.76685,15.27045,EN-participant8,EN,u,s,t,s_t,WorldVowels
EN2652,participant8_en8.wav,EN2652.wav,16.70662,17.24752,EN-participant8,EN,u,ʃ,t,ʃ_t,WorldVowels
EN2653,participant8_en8.wav,EN2653.wav,18.78,19.11,EN-participant8,EN,u,p,t,p_t,WorldVowels
EN2654,participant8_en8.wav,EN2654.wav,21.39,21.84,EN-participant8,EN,u,t,s,t_s,WorldVowels
EN2655,participant8_en8.wav,EN2655.wav,23.38389,23.94,EN-participant8,EN,u,l,t,l_t,WorldVowels
EN2656,participant8_en8.wav,EN2656.wav,25.52,25.91,EN-participant8,EN,u,d,k,d_k,WorldVowels
EN2657,participant8_en8.wav,EN2657.wav,27.38,27.93,EN-participant8,EN,u,f,z,f_z,WorldVowels
EN2658,participant8_en8.wav,EN2658.wav,29.36907,29.89131,EN-participant8,EN,u,d,g,d_g,WorldVowels
EN2659,participant8_en8.wav,EN2659.wav,31.27205,31.74,EN-participant8,EN,u,t,t,t_t,WorldVowels
EN2660,participant8_en8.wav,EN2660.wav,33.31,33.9,EN-participant8,EN,u,ʃ,v,ʃ_v,WorldVowels
EN2661,participant8_en8.wav,EN2661.wav,35.35953,36.03099,EN-participant8,EN,oʊ,t,ʃ,t_ʃ,WorldVowels
EN2662,participant8_en8.wav,EN2662.wav,37.86,38.14,EN-participant8,EN,oʊ,n,t,n_t,WorldVowels
EN2663,participant8_en8.wav,EN2663.wav,39.91,40.42,EN-participant8,EN,oʊ,l,g,l_g,WorldVowels
EN2664,participant8_en8.wav,EN2664.wav,42.3,42.84,EN-participant8,EN,oʊ,b,f,b_f,WorldVowels
EN2665,participant8_en8.wav,EN2665.wav,44.69,45.16,EN-participant8,EN,oʊ,d,ʃ,d_ʃ,WorldVowels
EN2666,participant8_en14.wav,EN2666.wav,0.93,1.38,EN-participant8,EN,ʌ,t,ʃ,t_ʃ,WorldVowels
EN2667,participant8_en14.wav,EN2667.wav,3.06,3.3,EN-participant8,EN,ʌ,n,t,n_t,WorldVowels
EN2668,participant8_en14.wav,EN2668.wav,5.04937,5.3478,EN-participant8,EN,ʌ,l,g,l_g,WorldVowels
EN2670,participant8_en14.wav,EN2670.wav,8.96621,9.56306,EN-participant8,EN,ʌ,d,ʃ,d_ʃ,WorldVowels
EN2672,participant8_en14.wav,EN2672.wav,13.12,13.54,EN-participant8,EN,ʌ,m,d,m_d,WorldVowels
EN2673,participant8_en14.wav,EN2673.wav,15.00933,15.57,EN-participant8,EN,ʌ,k,f,k_f,WorldVowels
EN2675,participant8_en14.wav,EN2675.wav,18.97,19.44,EN-participant8,EN,ʌ,s,b,s_b,WorldVowels
EN2676,participant8_en14.wav,EN2676.wav,21.18,21.65,EN-participant8,EN,ʌ,d,s,d_s,WorldVowels
EN2677,participant8_en14.wav,EN2677.wav,23.29064,23.85018,EN-participant8,EN,ʌ,ɡ,s,ɡ_s,WorldVowels
EN2678,participant8_en14.wav,EN2678.wav,25.32366,25.8,EN-participant8,EN,ʌ,p,p,p_p,WorldVowels
EN2679,participant8_en14.wav,EN2679.wav,27.52,27.78,EN-participant8,EN,ʌ,z,t,z_t,WorldVowels
EN2680,participant8_en14.wav,EN2680.wav,29.5877,30.0913,EN-participant8,EN,ʌ,b,s,b_s,WorldVowels
EN2681,participant8_en14.wav,EN2681.wav,31.58848,32.11072,EN-participant8,EN,ʌ,k,b,k_b,WorldVowels
EN2682,participant8_en14.wav,EN2682.wav,33.8037,34.28864,EN-participant8,EN,ʌ,g,g,g_g,WorldVowels
EN2683,participant8_en14.wav,EN2683.wav,35.79,36.22,EN-participant8,EN,ʌ,m,v,m_v,WorldVowels
EN2684,participant8_en14.wav,EN2684.wav,37.89272,38.34036,EN-participant8,EN,ʌ,b,k,b_k,WorldVowels
EN2685,participant8_en14.wav,EN2685.wav,40.00035,40.46,EN-participant8,EN,ʌ,f,s,f_s,WorldVowels
EN2686,participant8_en14.wav,EN2686.wav,41.98,42.48,EN-participant8,EN,ʌ,f,f,f_f,WorldVowels
EN2687,participant8_en6.wav,EN2687.wav,0.79681,1.38,EN-participant8,EN,ʊ,k,s,k_s,WorldVowels
EN2688,participant8_en6.wav,EN2688.wav,2.97,3.27,EN-participant8,EN,ʊ,f,t,f_t,WorldVowels
EN2690,participant8_en6.wav,EN2690.wav,7.02644,7.67,EN-participant8,EN,ʊ,s,p,s_p,WorldVowels
EN2691,participant8_en6.wav,EN2691.wav,9.07812,9.62,EN-participant8,EN,ʊ,l,s,l_s,WorldVowels
EN2692,participant8_en6.wav,EN2692.wav,11.1671,11.59,EN-participant8,EN,ʊ,s,t,s_t,WorldVowels
EN2693,participant8_en6.wav,EN2693.wav,13.21877,13.82,EN-participant8,EN,ʊ,ʃ,t,ʃ_t,WorldVowels
EN2694,participant8_en6.wav,EN2694.wav,15.2891,15.81134,EN-participant8,EN,ʊ,p,t,p_t,WorldVowels
EN2695,participant8_en6.wav,EN2695.wav,17.49,17.92,EN-participant8,EN,ʊ,t,s,t_s,WorldVowels
EN2696,participant8_en6.wav,EN2696.wav,19.5,19.85,EN-participant8,EN,ʊ,l,t,l_t,WorldVowels
EN2697,participant8_en6.wav,EN2697.wav,21.47,21.87,EN-participant8,EN,ʊ,d,k,d_k,WorldVowels
EN2698,participant8_en6.wav,EN2698.wav,23.53311,23.9994,EN-participant8,EN,ʊ,f,z,f_z,WorldVowels
EN2699,participant8_en6.wav,EN2699.wav,25.54748,25.89,EN-participant8,EN,ʊ,d,g,d_g,WorldVowels
EN2700,participant8_en6.wav,EN2700.wav,27.45,27.77,EN-participant8,EN,ʊ,t,t,t_t,WorldVowels
EN2701,participant8_en6.wav,EN2701.wav,29.27932,29.83887,EN-participant8,EN,ʊ,ʃ,v,ʃ_v,WorldVowels
EN2702,participant8_en17.wav,EN2702.wav,0.95,1.51,EN-participant8,EN,æ,f,t,f_t,WorldVowels
EN2703,participant8_en17.wav,EN2703.wav,3.14,3.65,EN-participant8,EN,æ,t,f,t_f,WorldVowels
EN2704,participant8_en17.wav,EN2704.wav,5.25,5.67,EN-participant8,EN,æ,s,p,s_p,WorldVowels
EN2705,participant8_en17.wav,EN2705.wav,7.28,7.87,EN-participant8,EN,æ,l,s,l_s,WorldVowels
EN2706,participant8_en17.wav,EN2706.wav,9.28,9.75,EN-participant8,EN,æ,s,t,s_t,WorldVowels
EN2707,participant8_en17.wav,EN2707.wav,11.39092,11.8199,EN-participant8,EN,æ,ʃ,t,ʃ_t,WorldVowels
EN2708,participant8_en17.wav,EN2708.wav,13.36798,13.92753,EN-participant8,EN,æ,p,t,p_t,WorldVowels
EN2710,participant8_en17.wav,EN2710.wav,17.68,18.07,EN-participant8,EN,æ,l,t,l_t,WorldVowels
EN2711,participant8_en17.wav,EN2711.wav,19.72818,20.23177,EN-participant8,EN,æ,d,k,d_k,WorldVowels
EN2712,participant8_en17.wav,EN2712.wav,21.75,22.34,EN-participant8,EN,æ,f,z,f_z,WorldVowels
EN2713,participant8_en17.wav,EN2713.wav,23.85018,24.37,EN-participant8,EN,æ,t,t,t_t,WorldVowels
EN2714,participant8_en17.wav,EN2714.wav,25.82725,26.51736,EN-participant8,EN,æ,ʃ,v,ʃ_v,WorldVowels
EN2715,participant8_en17.wav,EN2715.wav,28.01,28.61,EN-participant8,EN,ɑ,t,ʃ,t_ʃ,WorldVowels
EN2716,participant8_en17.wav,EN2716.wav,30.1639,30.55559,EN-participant8,EN,ɑ,n,t,n_t,WorldVowels
EN2717,participant8_en17.wav,EN2717.wav,32.08,32.66,EN-participant8,EN,ɑ,l,g,l_g,WorldVowels
EN2719,participant8_en17.wav,EN2719.wav,36.23286,36.79241,EN-participant8,EN,ɑ,d,ʃ,d_ʃ,WorldVowels
EN2721,participant8_en17.wav,EN2721.wav,40.51,41.05,EN-participant8,EN,ɑ,m,d,m_d,WorldVowels
EN2722,participant8_en17.wav,EN2722.wav,42.61171,43.19,EN-participant8,EN,ɑ,k,f,k_f,WorldVowels
EN2724,participant8_en15.wav,EN2724.wav,0.62894,1.38,EN-participant8,EN,ʌ,s,k,s_k,WorldVowels
EN2725,participant8_en15.wav,EN2725.wav,2.79253,3.37073,EN-participant8,EN,ʌ,k,s,k_s,WorldVowels
EN2726,participant8_en15.wav,EN2726.wav,4.95611,5.34,EN-participant8,EN,ʌ,f,t,f_t,WorldVowels
EN2727,participant8_en15.wav,EN2727.wav,7.09,7.55,EN-participant8,EN,ʌ,t,f,t_f,WorldVowels
EN2728,participant8_en15.wav,EN2728.wav,8.98486,9.54441,EN-participant8,EN,ʌ,s,p,s_p,WorldVowels
EN2729,participant8_en15.wav,EN2729.wav,11.29,11.66,EN-participant8,EN,ʌ,l,s,l_s,WorldVowels
EN2730,participant8_en15.wav,EN2730.wav,13.12551,13.62,EN-participant8,EN,ʌ,s,t,s_t,WorldVowels
EN2731,participant8_en15.wav,EN2731.wav,15.13989,15.69944,EN-participant8,EN,ʌ,ʃ,t,ʃ_t,WorldVowels
EN2732,participant8_en15.wav,EN2732.wav,17.28482,17.79,EN-participant8,EN,ʌ,p,t,p_t,WorldVowels
EN2734,participant8_en15.wav,EN2734.wav,21.42548,21.87311,EN-participant8,EN,ʌ,l,t,l_t,WorldVowels
EN2735,participant8_en15.wav,EN2735.wav,23.51446,23.95,EN-participant8,EN,ʌ,d,k,d_k,WorldVowels
EN2736,participant8_en15.wav,EN2736.wav,25.64074,26.16298,EN-participant8,EN,ʌ,f,z,f_z,WorldVowels
EN2737,participant8_en15.wav,EN2737.wav,27.86,28.18,EN-participant8,EN,ʌ,d,g,d_g,WorldVowels
EN2738,participant8_en15.wav,EN2738.wav,29.86181,30.43,EN-participant8,EN,ʌ,t,t,t_t,WorldVowels
EN2739,participant8_en15.wav,EN2739.wav,31.94,32.42,EN-participant8,EN,ʌ,ʃ,v,ʃ_v,WorldVowels
EN2740,participant8_en19.wav,EN2740.wav,0.7,1.14,EN-participant8,EN,ɑ,p,t,p_t,WorldVowels
EN2741,participant8_en19.wav,EN2741.wav,2.8,3.37,EN-participant8,EN,ɑ,t,s,t_s,WorldVowels
EN2742,participant8_en19.wav,EN2742.wav,4.83,5.2,EN-participant8,EN,ɑ,l,t,l_t,WorldVowels
EN2743,participant8_en19.wav,EN2743.wav,6.97678,7.36454,EN-participant8,EN,ɑ,d,k,d_k,WorldVowels
EN2744,participant8_en19.wav,EN2744.wav,8.92638,9.49726,EN-participant8,EN,ɑ,f,z,f_z,WorldVowels
EN2745,participant8_en19.wav,EN2745.wav,10.97292,11.41,EN-participant8,EN,ɑ,d,g,d_g,WorldVowels
EN2746,participant8_en19.wav,EN2746.wav,13.14,13.52,EN-participant8,EN,ɑ,t,t,t_t,WorldVowels
EN2747,participant8_en19.wav,EN2747.wav,15.06601,15.69074,EN-participant8,EN,ɑ,ʃ,v,ʃ_v,WorldVowels
EN2748,participant8_en7.wav,EN2748.wav,0.71,1.18,EN-participant8,EN,u,t,ʃ,t_ʃ,WorldVowels
EN2749,participant8_en7.wav,EN2749.wav,2.71,3.1,EN-participant8,EN,u,n,t,n_t,WorldVowels
EN2750,participant8_en7.wav,EN2750.wav,4.62038,5.13,EN-participant8,EN,u,l,g,l_g,WorldVowels
EN2751,participant8_en7.wav,EN2751.wav,6.57,6.96,EN-participant8,EN,u,b,f,b_f,WorldVowels
EN2752,participant8_en7.wav,EN2752.wav,8.53722,8.98486,EN-participant8,EN,u,d,ʃ,d_ʃ,WorldVowels
EN2754,participant8_en7.wav,EN2754.wav,12.32,12.76,EN-participant8,EN,u,m,d,m_d,WorldVowels
EN2755,participant8_en7.wav,EN2755.wav,14.51,15.04,EN-participant8,EN,u,k,f,k_f,WorldVowels
